Date,Description,Amount
2019-01-28,Point Of Sale Withdrawal DEBIT PURCHASE   WHICH WICH #425 FRISCO CO  902700024696 12345678 Jan 27 Operator 999,12.0
2019-01-27,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 10PM 8552800278 CA  902500030786 12345678 Jan 25 Operator 999,5.18
2019-01-27,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  902400008755 12345678 Jan 24 Operator 999,11.74
2019-01-26,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 6PM 8552800278 CA  902400029776 12345678 Jan 24 Operator 999,5.64
2019-01-25,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 10PM 8552800278 CA  902400011118 12345678 Jan 24 Operator 999,6.31
2019-01-24,Point Of Sale Withdrawal DEBIT PURCHASE   SPOTIFY USA NEW YORK NY  902400022830 12345678 Jan 24 Operator 999,5.4
2019-01-24,Point Of Sale Withdrawal DEBIT PURCHASE   COSMOS PIZZA - BASELIN BOULDER CO  902400011887 12345678 Jan 24 Operator 999,10.25
2019-01-23,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 8PM 8552800278 CA  902200028748 12345678 Jan 22 Operator 999,3.16
2019-01-22,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 8PM 8552800278 CA  902100027439 12345678 Jan 21 Operator 999,3.57
2019-01-22,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 6PM 8552800278 CA  902100027438 12345678 Jan 21 Operator 999,2.97
2019-01-21,Point Of Sale Withdrawal DEBIT PURCHASE   SQU*SQ *BOVAS MARKET A BOULDER CO  902100025160 12345678 Jan 21 Operator 999,18.65
2019-01-21,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 7AM 8552800278 CA  902000019536 12345678 Jan 20 Operator 999,7.17
2019-01-21,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 9PM 8552800278 CA  902000019535 12345678 Jan 20 Operator 999,6.4
2019-01-20,Point Of Sale Withdrawal DEBIT PURCHASE   INSOMNIA COOKIES - BOU BOULDER CO  902000028762 12345678 Jan 20 Operator 999,12.97
2019-01-19,Point Of Sale Withdrawal POS PURCHASE   7-ELEVEN BOULDER CO  901900942660 00MV2501 Operator 999,5.96
2019-01-18,Point Of Sale Withdrawal DEBIT PURCHASE   COSMOS PIZZA - BASELIN BOULDER CO  901800009573 12345678 Jan 18 Operator 999,10.25
2019-01-17,Point Of Sale Withdrawal DEBIT PURCHASE   VENMO 8558124430 NY  901700020561 12345678 Jan 17 Operator 999,585.0
2019-01-16,Descriptive Withdrawal T'FER TO 4430913S1  TE Operator 997,252.76
2019-01-16,Point Of Sale Withdrawal DEBIT PURCHASE   R3HAB 8009363126 CA  901500024364 12345678 Jan 15 Operator 999,30.48
2019-01-14,Point Of Sale Withdrawal DEBIT PURCHASE   6231 DOMINOS PIZZA 303-449-7101 CO  901300020535 12345678 Jan 13 Operator 999,24.21
2019-01-14,Point Of Sale Withdrawal DEBIT PURCHASE   WHATABURGER 347 Q26 AUSTIN TX  901200030296 12345678 Jan 12 Operator 999,21.07
2019-01-12,Point Of Sale Withdrawal DEBIT PURCHASE   JERSEY MIKES 15003 AUSTIN TX  901100027174 12345678 Jan 11 Operator 999,16.64
2019-01-11,Point Of Sale Withdrawal DEBIT PURCHASE   BIRD APP 8662052442 CA  901000032083 12345678 Jan 10 Operator 999,20.0
2019-01-09,Point Of Sale Withdrawal POS PURCHASE   MCDONALD'S F118 AUSTIN TX  900900968200 28345115 Operator 999,6.48
2019-01-09,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A #0923 AUSTIN TX  900700018802 12345678 Jan 7 Operator 999,13.29
2019-01-05,Point Of Sale Withdrawal POS PURCHASE   WAL Wal-Mart St HALLETTSVILLE TX  900500048715 10670006 Operator 999,8.53
2019-01-04,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A #0923 AUSTIN TX  900200031536 12345678 Jan 2 Operator 999,7.16
2019-01-03,Point Of Sale Withdrawal DEBIT PURCHASE   TACODELI GRACY FARMS AUSTIN TX  900300018220 12345678 Jan 3 Operator 999,10.99
2019-01-02,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A #0923 AUSTIN TX  836500015424 12345678 Dec 31 Operator 999,3.83
2019-01-02,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A #0923 AUSTIN TX  836500015423 12345678 Dec 31 Operator 999,16.6
2019-01-01,Point Of Sale Withdrawal DEBIT PURCHASE   SERATO 6493794944 CA  836500029265 12345678 Dec 31 Operator 999,9.99
2018-12-31,Point Of Sale Withdrawal POS PURCHASE   TARGET T- 10107 Resear Austin TX  836500126174 32409081 Operator 999,4.32
2018-12-29,Point Of Sale Withdrawal DEBIT PURCHASE   WHATABURGER 347 Q26 AUSTIN TX  836100008744 12345678 Dec 27 Operator 999,16.03
2018-12-27,Point Of Sale Withdrawal DEBIT PURCHASE   EINSTEIN BROS BAGELS31 AUSTIN TX  836000014970 12345678 Dec 26 Operator 999,6.05
2018-12-26,Point Of Sale Withdrawal POS PURCHASE   ACADEMY SPORTS #27 AUSTIN TX  836000064475 08139200 Operator 999,31.62
2018-12-24,Point Of Sale Withdrawal DEBIT PURCHASE   SPOTIFY USA NEW YORK NY  835800026169 12345678 Dec 24 Operator 999,5.4
2018-12-24,Point Of Sale Withdrawal DEBIT PURCHASE   YOGURT PLANET - FEATHE AUSTIN TX  835600016707 12345678 Dec 22 Operator 999,6.16
2018-12-22,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A #0923 AUSTIN TX  835400016766 12345678 Dec 20 Operator 999,13.67
2018-12-22,Point Of Sale Withdrawal DEBIT PURCHASE   WHATABURGER 347 Q26 AUSTIN TX  835500016765 12345678 Dec 21 Operator 999,3.02
2018-12-21,Point Of Sale Withdrawal DEBIT PURCHASE   SMASH BURGER C DENVER DENVER CO  835500030070 12345678 Dec 21 Operator 999,9.72
2018-12-21,Point Of Sale Withdrawal DEBIT PURCHASE   COSMOS PIZZA - BASELIN BOULDER CO  835400016242 12345678 Dec 20 Operator 999,8.25
2018-12-21,Point Of Sale Withdrawal DEBIT PURCHASE   224PEPSIVEN9147678600 DENVER CO  835400016241 12345678 Dec 20 Operator 999,1.75
2018-12-21,Point Of Sale Withdrawal DEBIT PURCHASE   ORDER.WISH.COM 8002660172 CA  835400025959 12345678 Dec 20 Operator 999,6.5
2018-12-20,Point Of Sale Withdrawal DEBIT PURCHASE   ORDER.WISH.COM 8002660172 CA  835300017460 12345678 Dec 19 Operator 999,42.0
2018-12-20,Point Of Sale Withdrawal DEBIT PURCHASE   CU BOOK STORE BOULDER CO  835200017459 12345678 Dec 18 Operator 999,10.87
2018-12-12,Point Of Sale Withdrawal DEBIT PURCHASE   224PEPSIVEN9147678600 DENVER CO  834500026435 12345678 Dec 11 Operator 999,2.0
2018-12-10,Point Of Sale Withdrawal DEBIT PURCHASE   VILLAGE COFFEE SHOP BOULDER CO  834100015183 12345678 Dec 7 Operator 999,9.55
2018-12-10,Point Of Sale Withdrawal DEBIT PURCHASE   THE DARK HORSE BOULDER CO  834300030565 12345678 Dec 9 Operator 999,8.16
2018-12-09,Point Of Sale Withdrawal DEBIT PURCHASE Operator 999,6.98
2018-12-09,Point Of Sale Withdrawal DEBIT PURCHASE   TLF*BOULDER BLOOMS BOULDER CO  833700029015 12345678 Dec 3 Operator 999,16.33
2018-12-08,Point Of Sale Withdrawal POS PURCHASE   7-ELEVEN BOULDER CO  834200969177 00MV2501 Operator 999,5.2
2018-12-08,ATM Withdrawal ATM WITHDRAWAL   1310 COLLEGE AVE BOULDER CO  834200702872 CO0292 Dec 8 @ 1:03pm Operator 999,268.0
2018-12-08,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A #1290 BROOMFIELD CO  834000030262 12345678 Dec 6 Operator 999,45.52
2018-12-07,Descriptive Withdrawal T'FER TO 4430913S1  TE Operator 997,300.0
2018-12-07,Point Of Sale Withdrawal DEBIT PURCHASE   PANERA BREAD #202432 E SUPERIOR CO  834000014153 12345678 Dec 6 Operator 999,13.1
2018-12-07,Point Of Sale Withdrawal DEBIT PURCHASE   DELI ZONE ON THE HILL BOULDER CO  834000018010 12345678 Dec 6 Operator 999,5.01
2018-12-07,Point Of Sale Withdrawal POS PURCHASE   7-ELEVEN BOULDER CO  834100968758 00MV2501 Dec 7 @ 1:14am Operator 999,6.31
2018-12-06,Point Of Sale Withdrawal POS PURCHASE   NST THE HOME DE BOULDER CO  834000064301 06159183 Dec 6 @ 8:39pm Operator 999,42.16
2018-12-06,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  833900014389 12345678 Dec 5 Operator 999,8.16
2018-12-06,Point Of Sale Withdrawal POS PURCHASE   MICHAELS STORES 2059 4 SUPERIOR CO  834000486512 0006 Dec 6 @ 4:13pm Operator 999,10.83
2018-12-06,Point Of Sale Withdrawal POS PURCHASE   MICHAELS STORES 2059 4 SUPERIOR CO  834000479838 0006 Dec 6 @ 4:12pm Operator 999,20.56
2018-12-06,Point Of Sale Withdrawal POS PURCHASE   MICHAELS STORES 2059 4 SUPERIOR CO  834000473660 0006 Dec 6 @ 4:11pm Operator 999,2.17
2018-12-06,Point Of Sale Withdrawal POS PURCHASE   TSE K&amp;G 520 BOULDER CO  834000396332 0035K259 Dec 6 @ 1:27pm Operator 999,10.0
2018-12-05,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  833800014188 12345678 Dec 4 Operator 999,10.11
2018-12-05,Point Of Sale Withdrawal POS PURCHASE   7-ELEVEN BOULDER CO  833900979135 00MV2501 Dec 5 @ 5:09pm Operator 999,4.33
2018-12-05,Point Of Sale Withdrawal DEBIT PURCHASE   CHEBA HUT TOASTED SUBS BOULDER CO  833900025978 12345678 Dec 5 Operator 999,7.2
2018-12-04,Point Of Sale Withdrawal DEBIT PURCHASE   TST* BOSS LADY PIZZA BOULDER CO  833800011831 12345678 Dec 4 Operator 999,9.51
2018-12-04,Point Of Sale Withdrawal DEBIT PURCHASE   CU BAKERY BOULDER CO  833700016485 12345678 Dec 3 Operator 999,5.77
2018-12-03,Point Of Sale Withdrawal DEBIT PURCHASE   GOODWILL BOULDER S BOULDER CO  833600028518 12345678 Dec 2 Operator 999,5.42
2018-12-03,Point Of Sale Withdrawal DEBIT PURCHASE   TST* BOSS LADY PIZZA BOULDER CO  833700028517 12345678 Dec 3 Operator 999,9.26
2018-12-03,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  833500028756 12345678 Dec 1 Operator 999,5.18
2018-12-02,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  833600015426 12345678 Dec 2 Operator 999,9.02
2018-12-02,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  833400017449 12345678 Nov 30 Operator 999,11.19
2018-12-02,Point Of Sale Withdrawal POS PURCHASE   CNS NOODLES &amp; C BOULDER CO  833600036593 00A99906 Dec 2 @ 3:10pm Operator 999,12.93
2018-12-01,ATM Withdrawal ATM WITHDRAWAL   1310 COLLEGE AVE BOULDER CO  833500154220 CO0292 Dec 1 @ 4:01pm Operator 999,20.0
2018-12-01,Point Of Sale Withdrawal DEBIT PURCHASE   SERATO 6493794944 CA  833400009787 12345678 Nov 30 Operator 999,9.99
2018-12-01,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  833300009786 12345678 Nov 29 Operator 999,5.32
2018-11-30,Point Of Sale Withdrawal DEBIT PURCHASE   VENMO 8558124430 NY  833400026494 12345678 Nov 30 Operator 999,20.0
2018-11-29,Point Of Sale Withdrawal DEBIT PURCHASE   SQU*SQ *LAUGHING GOAT BOULDER CO  833300013122 12345678 Nov 29 Operator 999,2.3
2018-11-29,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  833200021080 12345678 Nov 28 Operator 999,10.63
2018-11-28,Point Of Sale Withdrawal POS PURCHASE   NNT WILD SIDE BOULDER CO  833300791031 07005542 Operator 999,32.65
2018-11-27,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  832900016430 12345678 Nov 25 Operator 999,5.18
2018-11-27,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  832900016429 12345678 Nov 25 Operator 999,3.37
2018-11-25,Point Of Sale Withdrawal POS PURCHASE   MCDONALD'S F118 AUSTIN TX  832900576000 28345115 Operator 999,7.57
2018-11-24,Point Of Sale Withdrawal POS PURCHASE   OMO SMOKE N CHI AUSTIN TX  832800032537 00002211 Operator 999,21.64
2018-11-24,Point Of Sale Withdrawal DEBIT PURCHASE   CORNER BAKERY 0268 AUSTIN TX  832700028466 12345678 Nov 23 Operator 999,7.57
2018-11-24,Point Of Sale Withdrawal DEBIT PURCHASE   DOUBLE DAVES PIZZAWORK AUSTIN TX  832700028465 12345678 Nov 23 Operator 999,7.0
2018-11-22,Point Of Sale Withdrawal POS PURCHASE   TOM THUMB STORE 3608 DALLAS TX  832600901019 36080047 Operator 999,7.74
2018-11-22,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A # 01393 DALLAS TX  832400029228 12345678 Nov 20 Operator 999,3.73
2018-11-21,Point Of Sale Withdrawal DEBIT PURCHASE   BUC-EE'S #35 TEMPLE TX  832400011625 12345678 Nov 20 Operator 999,5.84
2018-11-21,Point Of Sale Withdrawal DEBIT PURCHASE   EINSTEIN BROS BAGELS19 AUSTIN TX  832400025937 12345678 Nov 20 Operator 999,5.62
2018-11-18,Point Of Sale Withdrawal DEBIT PURCHASE   CORNER STORE 0966 AUSTIN TX  832000025644 12345678 Nov 16 Operator 999,20.0
2018-11-17,Point Of Sale Withdrawal DEBIT PURCHASE   MESA MART AUSTIN TX  832100008800 12345678 Nov 17 Operator 999,19.98
2018-11-16,Point Of Sale Withdrawal DEBIT PURCHASE   EVENT TICKET INSURANCE 8664563102  VA832000026406 12345678 Nov 16 Operator 999,8.91
2018-11-16,Point Of Sale Withdrawal DEBIT PURCHASE   TM *JON BELLION 800-653-8000 CA  832000026405 12345678 Nov 16 Operator 999,65.37
2018-11-16,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A #0923 AUSTIN TX  831800028968 12345678 Nov 14 Operator 999,7.34
2018-11-15,Point Of Sale Withdrawal DEBIT PURCHASE   TST* HOME SLICE PIZZA AUSTIN TX  831900018045 12345678 Nov 15 Operator 999,9.2
2018-11-15,Descriptive Withdrawal T'FER TO 4430913S1  TE Operator 997,2000.0
2018-11-13,Point Of Sale Withdrawal DEBIT PURCHASE   CABO BOBS #102 AUSTIN TX  831600024695 12345678 Nov 12 Operator 999,7.46
2018-11-12,Point Of Sale Withdrawal DEBIT PURCHASE   THE TENNIS SHOP AUSTIN TX  831400031279 12345678 Nov 10 Operator 999,85.73
2018-11-11,Point Of Sale Withdrawal DEBIT PURCHASE   SAVERS - 1105 AUSTIN TX  831500031278 12345678 Nov 11 Operator 999,25.94
2018-11-11,Point Of Sale Withdrawal DEBIT PURCHASE   JERSEY MIKES 15003 AUSTIN TX  831400027510 12345678 Nov 10 Operator 999,10.0
2018-11-10,Point Of Sale Withdrawal POS PURCHASE   OMO SMOKE N CHI AUSTIN TX  831500214404 00003000 Operator 999,21.64
2018-11-09,Point Of Sale Withdrawal POS PURCHASE   OMO SMOKE N CHI AUSTIN TX  831400012201 00003000 Operator 999,27.05
2018-11-08,Point Of Sale Withdrawal POS PURCHASE   MCDONALD'S F118 AUSTIN TX  831300160800 28345115 Nov 9 @ 8:52pm Operator 999,6.5
2018-11-08,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A DENVER CO  831200024420 12345678 Nov 8 Operator 999,8.75
2018-11-08,Point Of Sale Withdrawal UNITED HOUSTON TX   TKT# 01626023711012  831200024419 12345678 Nov 8 Operator 999,30.0
2018-11-07,Point Of Sale Withdrawal DEBIT PURCHASE   STARBUCKS BOULDER CO  831000025464 12345678 Nov 6 Operator 999,9.26
2018-11-06,Point Of Sale Withdrawal POS PURCHASE   NNT WILD SIDE BOULDER CO  831200780461 07005542 Operator 999,32.65
2018-11-06,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  830900029030 12345678 Nov 5 Operator 999,9.81
2018-11-03,Point Of Sale Withdrawal DEBIT PURCHASE   TACO BELL #034075 BOULDER CO  830700013883 12345678 Nov 3 Operator 999,15.88
2018-11-03,Point Of Sale Withdrawal DEBIT PURCHASE   VENMO 8558124430 NY  830700013882 12345678 Nov 3 Operator 999,75.0
2018-11-03,Point Of Sale Withdrawal POS PURCHASE   TARGET T- 2800 Pearl S Boulder CO  830800012342 30064109 Nov 4 @ 1:25pm Operator 999,0.1
2018-11-02,Point Of Sale Withdrawal POS PURCHASE   MCDONALD'S F105 BOULDER CO  830700932600 18807709 Nov 3 @ 7:21am Operator 999,5.12
2018-11-02,Point Of Sale Withdrawal POS PURCHASE   TSE K&amp;G 520 BOULDER CO  830700333727 0035K259 Nov 3 @ 7:18am Operator 999,1.3
2018-11-02,Point Of Sale Withdrawal DEBIT PURCHASE   EINSTEIN BROS BAGELS24 BOULDER CO  830600015658 12345678 Nov 2 Operator 999,6.31
2018-10-31,Point Of Sale Withdrawal POS PURCHASE   MCDONALD'S F109 BOULDER CO  830500355800 46834510 Nov 1 @ 8:33pm Operator 999,15.13
2018-10-31,Point Of Sale Withdrawal DEBIT PURCHASE   SERATO 6493794944 CA  830400019006 12345678 Oct 31 Operator 999,9.99
2018-10-31,Point Of Sale Withdrawal DEBIT PURCHASE   BLACKJACK PIZZA #BJCO0 BOULDER CO  830300017229 12345678 Oct 30 Operator 999,10.89
2018-10-29,Point Of Sale Withdrawal POS PURCHASE   OMO UP N SMOKE BOULDER CO  830300005311 00001984 Operator 999,43.53
2018-10-28,Point Of Sale Withdrawal DEBIT PURCHASE   TST* BOSS LADY PIZZA BOULDER CO  830200019245 12345678 Oct 29 Operator 999,3.27
2018-10-28,Point Of Sale Withdrawal DEBIT PURCHASE   TST* BOSS LADY PIZZA BOULDER CO  830200019244 12345678 Oct 29 Operator 999,9.26
2018-10-27,Point Of Sale Withdrawal DEBIT PURCHASE   TST* BOSS LADY PIZZA BOULDER CO  830000024910 12345678 Oct 27 Operator 999,9.26
2018-10-27,Point Of Sale Withdrawal POS PURCHASE   WALGREENS STORE BOULDER CO  830100223055 16022T23 Operator 999,8.48
2018-10-26,Point Of Sale Withdrawal POS PURCHASE   NST THE HOME DE BOULDER CO  830000822301 06048803 Operator 999,147.24
2018-10-26,Point Of Sale Withdrawal POS PURCHASE   NNT SMASHBURGER BOULDER CO  830000016751 02080362 Operator 999,7.62
2018-10-26,Point Of Sale Withdrawal POS PURCHASE   NST THE HOME DE BOULDER CO  830000177201 06159114 Operator 999,3.88
2018-10-26,Point Of Sale Withdrawal DEBIT PURCHASE   GOODWILL BOULDER S BOULDER CO  829900029306 12345678 Oct 26 Operator 999,20.0
2018-10-25,Point Of Sale Withdrawal DEBIT PURCHASE   CHIPOTLE 0894 BOULDER CO  829800020553 12345678 Oct 25 Operator 999,8.56
2018-10-25,Point Of Sale Withdrawal DEBIT PURCHASE   224PEPSIVEN9147678600 DENVER CO  829800020552 12345678 Oct 25 Operator 999,2.0
2018-10-24,Point Of Sale Withdrawal POS PURCHASE   THE UPS STORE # BOULDER CO  829800131329 105 Oct 25 @ 3:29pm Operator 999,1.34
2018-10-23,Point Of Sale Withdrawal POS PURCHASE   MCDONALD'S F105 BOULDER CO  829700922200 18807709 Operator 999,5.12
2018-10-23,Point Of Sale Withdrawal DEBIT PURCHASE   EINSTEIN BROS BAGELS24 BOULDER CO  829600008780 12345678 Oct 23 Operator 999,9.13
2018-10-21,Point Of Sale Withdrawal DEBIT PURCHASE   VENMO 8558124430 NY  829500030308 12345678 Oct 22 Operator 999,85.0
2018-10-21,Point Of Sale Withdrawal DEBIT PURCHASE   SP * MVMT WATCHES 6617551972 CA  829300020785 12345678 Oct 20 Operator 999,85.0
2018-10-20,Point Of Sale Withdrawal POS PURCHASE   WALGREENS STORE BOULDER CO  829300271268 16022T71 Operator 999,8.69
2018-10-19,Point Of Sale Withdrawal POS PURCHASE   SY8 DICK'S CLOT BROOMFIELD CO  829300442883 00704267 Operator 999,3.27
2018-10-18,Point Of Sale Withdrawal POS PURCHASE   OMO UP N SMOKE BOULDER CO  829200025141 00001984 Operator 999,11.96
2018-10-17,Point Of Sale Withdrawal DEBIT PURCHASE   SQU*SQ *THE BARBER JOI BOULDER CO  829000030582 12345678 Oct 17 Operator 999,22.0
2018-10-14,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  828600016758 12345678 Oct 13 Operator 999,7.95
2018-10-12,Point Of Sale Withdrawal POS PURCHASE   WALGREENS STORE BOULDER CO  828600271317 16022T71 Operator 999,8.69
2018-10-12,Point Of Sale Withdrawal POS PURCHASE   WALGREENS 1111 BROADWA BOULDER CO  828600112657 16022T24 Operator 999,35.31
2018-10-12,Point Of Sale Withdrawal DEBIT PURCHASE   UBER TECHNOLOGIES INC 866-576-1039  C828500029000 12345678 Oct 12 Operator 999,10.68
2018-10-10,Point Of Sale Withdrawal POS PURCHASE   WALGREENS STORE BOULDER CO  828400271256 16022T71 Operator 999,2.07
2018-10-09,Point Of Sale Withdrawal POS PURCHASE   TSE K&amp;G 520 BOULDER CO  828300418497 0035K259 Operator 999,19.58
2018-09-30,External Withdrawal ROBINHOOD (CRFN)/ACH/Oct 01/WEB/ET   HAN ZARUBA-WALKER Operator 582,1000.0
2018-09-29,Point Of Sale Withdrawal DEBIT PURCHASE   CAFE MEXICALI BOULDER CO  827200027771 12345678 Sep 29 Operator 999,9.79
2018-09-27,Point Of Sale Withdrawal DEBIT PURCHASE   VENMO 8558124430 NY  827100012853 12345678 Sep 28 Operator 999,40.0
2018-09-24,Point Of Sale Withdrawal DEBIT PURCHASE   AT&amp;T SM38 5408 BOULDER CO  826700019298 12345678 Sep 24 Operator 999,53.33
2018-09-23,Point Of Sale Withdrawal DEBIT PURCHASE   CHEBA HUT TOASTED SUBS BOULDER CO  826500011071 12345678 Sep 22 Operator 999,6.2
2018-09-21,Point Of Sale Withdrawal POS PURCHASE   NNT WILD SIDE BOULDER CO  826500753201 07005542 Operator 999,19.15
2018-09-19,Point Of Sale Withdrawal DEBIT PURCHASE   COSMOS PIZZA - BASELIN BOULDER CO  826300030758 12345678 Sep 20 Operator 999,3.75
2018-09-18,Point Of Sale Withdrawal DEBIT PURCHASE   LUCID SOFTWARE INC. 8444658243 UT  826100020058 12345678 Sep 18 Operator 999,36.0
2018-09-16,Point Of Sale Withdrawal DEBIT PURCHASE   2LEVY AT UCOLR10715308 BOULDER CO  825900029766 12345678 Sep 16 Operator 999,11.0
2018-09-16,Point Of Sale Withdrawal DEBIT PURCHASE   CHEBA HUT TOASTED SUBS BOULDER CO  825800016726 12345678 Sep 15 Operator 999,9.71
2018-09-13,Point Of Sale Withdrawal POS PURCHASE   TARGET T- 2800 Pearl S Boulder CO  825700225906 30064085 Operator 999,69.5
2018-09-13,Point Of Sale Withdrawal POS PURCHASE   TARGET T- 2800 Pearl S Boulder CO  825700229997 30064157 Operator 999,4.08
2018-09-13,External Withdrawal UNIV OF CO BLDR/CU BOULDER/180913/   WEB/Ethan Zaruba-Walker Operator 582,87.06
2018-09-12,Point Of Sale Withdrawal PAYMENT/TRANSFER DEBIT   PAYPAL *PPCAREU San Jose CA  825600042488 51042488 Operator 999,36.94
2018-09-12,Maintenance Service Charge SHARE OVERDRAFT TFR FEE Operator 999,5.0
2018-09-12,Insufficient Funds Charge O'DRAFT FEE Operator 433,5.0
2018-09-12,External Withdrawal ROBINHOOD (CRFN)/ACH/Sep 13/WEB/ET   HAN ZARUBA-WALKER Operator 582,500.0
2018-09-12,External Withdrawal ROBINHOOD (CRFN)/ACH/Sep 13/WEB/ET   HAN ZARUBA-WALKER Operator 582,0.27
2018-09-12,External Withdrawal ROBINHOOD (CRFN)/ACH/Sep 13/WEB/ET   HAN ZARUBA-WALKER Operator 582,0.43
2018-09-12,Descriptive Withdrawal T'FER TO 4430913S1  TE Operator 997,500.0
2018-09-10,Point Of Sale Withdrawal DEBIT PURCHASE   POSTERBROYALCANVAS 7577549753 VA  825300018757 12345678 Sep 10 Operator 999,17.23
2018-09-09,Point Of Sale Withdrawal DEBIT PURCHASE   THE DARK HORSE BOULDER CO  825200027257 12345678 Sep 9 Operator 999,9.04
2018-09-06,Point Of Sale Withdrawal DEBIT PURCHASE   CU STUDENT REC CENTER BOULDER CO  824800025708 12345678 Sep 5 Operator 999,25.0
2018-09-05,Point Of Sale Withdrawal POS PURCHASE   NNT WILD SIDE BOULDER CO  824900743821 07005542 Sep 6 @ 6:25pm Operator 999,21.77
2018-09-05,Point Of Sale Withdrawal DEBIT PURCHASE   PANDA EXPRESS #2313 BOULDER CO  824800021847 12345678 Sep 5 Operator 999,6.76
2018-09-02,Point Of Sale Withdrawal DEBIT PURCHASE   WEST FLANDERS BREWING BOULDER CO  824500018491 12345678 Sep 2 Operator 999,20.01
2018-09-02,Point Of Sale Withdrawal DEBIT PURCHASE   VENMO 8558124430 NY  824600014411 12345678 Sep 3 Operator 999,33.0
2018-09-02,Descriptive Withdrawal T'FER TO 4430913S1  TE Operator 997,333.33
2018-09-01,Point Of Sale Withdrawal DEBIT PURCHASE   DENVER BRONCOS CONCESS DENVER CO  824300022869 12345678 Aug 31 Operator 999,8.0
